Time (s),Serial data,Resistance
1020,61,25410.19955654102
1021,62,25511.11111111111
1022,59,25209.713024282562
1023,53,24618.736383442265
1024,53,24618.736383442265
1025,55,24814.004376367615
1026,55,24814.004376367615
1027,57,25010.98901098901
1028,57,25010.98901098901
1029,58,25110.13215859031
1030,59,25209.713024282562
1031,68,26126.126126126124
1032,59,25209.713024282562
1033,57,25010.98901098901
1034,58,25110.13215859031
1035,58,25110.13215859031
1036,58,25110.13215859031
1037,59,25209.713024282562
1038,59,25209.713024282562
1039,59,25209.713024282562
1040,60,25309.734513274336
1041,62,25511.11111111111
1042,61,25410.19955654102
1043,60,25309.734513274336
1044,59,25209.713024282562
1045,62,25511.11111111111
1046,61,25410.19955654102
1047,62,25511.11111111111
1048,59,25209.713024282562
1049,58,25110.13215859031
1050,59,25209.713024282562
1051,61,25410.19955654102
1052,61,25410.19955654102
1053,62,25511.11111111111
1054,61,25410.19955654102
1055,62,25511.11111111111
1056,62,25511.11111111111
1057,61,25410.19955654102
1058,61,25410.19955654102
1059,59,25209.713024282562
1060,59,25209.713024282562
1061,60,25309.734513274336
1062,60,25309.734513274336
1063,60,25309.734513274336
1064,59,25209.713024282562
1065,63,25612.472160356345
1066,61,25410.19955654102
1067,61,25410.19955654102
1068,62,25511.11111111111
1069,60,25309.734513274336
1070,60,25309.734513274336
1071,61,25410.19955654102
1072,63,25612.472160356345
1073,61,25410.19955654102
1074,62,25511.11111111111
1075,61,25410.19955654102
1076,63,25612.472160356345
1077,62,25511.11111111111
1078,63,25612.472160356345
1079,63,25612.472160356345
1080,63,25612.472160356345
1081,64,25714.285714285717
1082,64,25714.285714285717
1083,64,25714.285714285717
1084,64,25714.285714285717
1085,64,25714.285714285717
1086,64,25714.285714285717
1087,64,25714.285714285717
1088,64,25714.285714285717
1089,64,25714.285714285717
1090,65,25816.5548098434
1091,65,25816.5548098434
1092,65,25816.5548098434
1093,65,25816.5548098434
1094,67,26022.47191011236
1095,66,25919.28251121076
1096,66,25919.28251121076
1097,64,25714.285714285717
1098,63,25612.472160356345
1099,62,25511.11111111111
1100,62,25511.11111111111
1101,62,25511.11111111111
1102,62,25511.11111111111
1103,61,25410.19955654102
1104,60,25309.734513274336
1105,59,25209.713024282562
1106,60,25309.734513274336
1107,60,25309.734513274336
1108,58,25110.13215859031
1109,61,25410.19955654102
1110,60,25309.734513274336
1111,60,25309.734513274336
1112,60,25309.734513274336
1113,62,25511.11111111111
1114,61,25410.19955654102
1115,61,25410.19955654102
1116,61,25410.19955654102
1117,63,25612.472160356345
1118,63,25612.472160356345
1119,63,25612.472160356345
1120,63,25612.472160356345
1121,64,25714.285714285717
1122,60,25309.734513274336
1123,59,25209.713024282562
1124,59,25209.713024282562
1125,61,25410.19955654102
1126,62,25511.11111111111
1127,62,25511.11111111111
1128,64,25714.285714285717
1129,63,25612.472160356345
1130,63,25612.472160356345
1131,64,25714.285714285717
1132,63,25612.472160356345
1133,64,25714.285714285717
1134,64,25714.285714285717
1135,64,25714.285714285717
1136,66,25919.28251121076
1137,66,25919.28251121076
1138,65,25816.5548098434
1139,65,25816.5548098434
1140,66,25919.28251121076
1141,66,25919.28251121076
1142,67,26022.47191011236
1143,67,26022.47191011236
1144,67,26022.47191011236
1145,68,26126.126126126124
1146,67,26022.47191011236
1147,67,26022.47191011236
1148,68,26126.126126126124
1149,67,26022.47191011236
